 # kx  ky  kz  weight_on_fermi
    0.058333    0.784234    0.000000    0.00000000
    0.058333    0.793857    0.000000    0.00000000
    0.058333    0.803479    0.000000    0.00000000
    0.058333    0.813102    0.000000    0.00000000
    0.058333    0.822724    0.000000    0.00000000
    0.058333    0.832347    0.000000    0.00000000
    0.058333    0.841969    0.000000    0.54865069
    0.058333    0.851592    0.000000    2.08137511
    0.058333    0.861214    0.000000    7.26852858
    0.058333    0.870837    0.000000   12.42034010
    0.058333    0.880459    0.000000    5.74684516
    0.058333    0.890082    0.000000    2.61568196
    0.058333    0.899704    0.000000    6.57548639
    0.058333    0.909327    0.000000   12.49500133
    0.058333    0.918949    0.000000    7.17467445
    0.058333    0.928572    0.000000    2.13908824
    0.058333    0.938194    0.000000    0.53802308
    0.058333    0.947817    0.000000    0.00000000
    0.058333    0.957439    0.000000    0.00000000
    0.058333    0.967062    0.000000    0.00000000
    0.058333    0.976684    0.000000    0.00000000
    0.058333    0.986307    0.000000    0.00000000
    0.058333    0.995929    0.000000    0.00000000
    0.058333    1.005552    0.000000    0.00000000
    0.058333    1.015174    0.000000    0.00000000
    0.058333    1.024797    0.000000    0.00000000
    0.058333    1.034419    0.000000    0.00000000
    0.058333    1.044042    0.000000    0.00000000
    0.058333    1.053664    0.000000    0.00000000
    0.058333    1.063287    0.000000    0.00000000
    0.058333    1.072909    0.000000    0.00000000
    0.058333    1.082532    0.000000    0.00000000
    0.058333    1.092154    0.000000    0.00000000
    0.058333    1.101777    0.000000    0.00000000
    0.058333    1.111399    0.000000    0.00000000
    0.058333    1.121022    0.000000    0.00000000
    0.058333    1.130644    0.000000    0.00000000
    0.058333    1.140267    0.000000    0.00000000
    0.058333    1.149889    0.000000    0.00000000
    0.058333    1.159512    0.000000    0.00000000
    0.058333    1.169134    0.000000    0.00000000
    0.058333    1.178757    0.000000    0.00000000
    0.066667    0.038490    0.000000    0.00000000
    0.066667    0.048113    0.000000    0.00000000
    0.066667    0.057735    0.000000    0.00000000
    0.066667    0.067358    0.000000    0.00000000
    0.066667    0.076980    0.000000    0.00000000
    0.066667    0.086603    0.000000    0.00000000
    0.066667    0.096225    0.000000    0.00000000
    0.066667    0.105848    0.000000    0.00000000
    0.066667    0.115470    0.000000    0.00000000
    0.066667    0.125093    0.000000    0.00000000
    0.066667    0.134715    0.000000    0.00000000
    0.066667    0.144338    0.000000    0.00000000
    0.066667    0.153960    0.000000    0.00000000
    0.066667    0.163583    0.000000    0.00000000
    0.066667    0.173205    0.000000    0.00000000
    0.066667    0.182828    0.000000    0.00000000
    0.066667    0.192450    0.000000    0.00000000
    0.066667    0.202073    0.000000    0.00000000
    0.066667    0.211695    0.000000    0.00000000
    0.066667    0.221318    0.000000    1.22288032
    0.066667    0.230940    0.000000    4.45417750
    0.066667    0.240563    0.000000   11.23180643
    0.066667    0.250185    0.000000   10.31824479
    0.066667    0.259808    0.000000    4.09999904
    0.066667    0.269430    0.000000    4.14004953
    0.066667    0.279053    0.000000   11.04817224
    0.066667    0.288675    0.000000   10.09976701
    0.066667    0.298298    0.000000    3.53502136
    0.066667    0.307920    0.000000    0.98171397
    0.066667    0.317543    0.000000    0.00000000
    0.066667    0.327165    0.000000    0.00000000
    0.066667    0.336788    0.000000    0.00000000
    0.066667    0.346410    0.000000    0.00000000
    0.066667    0.356033    0.000000    0.00000000
    0.066667    0.365655    0.000000    0.00000000
    0.066667    0.375278    0.000000    0.00000000
    0.066667    0.384900    0.000000    0.00000000
    0.066667    0.394523    0.000000    0.00000000
    0.066667    0.404145    0.000000    0.00000000
    0.066667    0.413768    0.000000    0.00000000
    0.066667    0.423390    0.000000    0.00000000
    0.066667    0.433013    0.000000    0.00000000
    0.066667    0.442635    0.000000    0.00000000
    0.066667    0.452258    0.000000    0.00000000
    0.066667    0.461880    0.000000    0.57612489
    0.066667    0.471503    0.000000    1.37001569
    0.066667    0.481125    0.000000    3.10857026
    0.066667    0.490748    0.000000    6.13014596
    0.066667    0.500370    0.000000   10.09976701
    0.066667    0.509993    0.000000   12.43894953
    0.066667    0.519615    0.000000   11.40567595
    0.066667    0.529238    0.000000    8.60722156
    0.066667    0.538860    0.000000    6.04295217
    0.066667    0.548483    0.000000    4.27809696
    0.066667    0.558105    0.000000    3.19028410
    0.066667    0.567728    0.000000    2.79906079
    0.066667    0.577350    0.000000    2.56163345
    0.066667    0.586973    0.000000    2.79906079
    0.066667    0.596595    0.000000    3.19028410
    0.066667    0.606218    0.000000    4.27809696
    0.066667    0.615840    0.000000    6.04295217
    0.066667    0.625463    0.000000    8.60722156
    0.066667    0.635085    0.000000   11.40567595
    0.066667    0.644708    0.000000   12.43894953
    0.066667    0.654330    0.000000   10.09976701
    0.066667    0.663953    0.000000    6.13014596
    0.066667    0.673575    0.000000    3.10857026
    0.066667    0.683198    0.000000    1.37001569
    0.066667    0.692820    0.000000    0.57612489
    0.066667    0.702443    0.000000    0.00000000
    0.066667    0.712065    0.000000    0.00000000
    0.066667    0.721688    0.000000    0.00000000
    0.066667    0.731310    0.000000    0.00000000
    0.066667    0.740933    0.000000    0.00000000
    0.066667    0.750555    0.000000    0.00000000
    0.066667    0.760178    0.000000    0.00000000
    0.066667    0.769800    0.000000    0.00000000
    0.066667    0.779423    0.000000    0.00000000
    0.066667    0.789045    0.000000    0.00000000
    0.066667    0.798668    0.000000    0.00000000
    0.066667    0.808290    0.000000    0.00000000
    0.066667    0.817913    0.000000    0.00000000
    0.066667    0.827535    0.000000    0.00000000
    0.066667    0.837158    0.000000    0.00000000
    0.066667    0.846780    0.000000    0.98171397
    0.066667    0.856403    0.000000    3.53502136
    0.066667    0.866025    0.000000   10.09976701
    0.066667    0.875648    0.000000   11.04817224
    0.066667    0.885270    0.000000    4.14004953
    0.066667    0.894893    0.000000    4.09999904
    0.066667    0.904515    0.000000   10.31824479
    0.066667    0.914138    0.000000   11.23180643
    0.066667    0.923760    0.000000    4.45417750
    0.066667    0.933383    0.000000    1.22288032
    0.066667    0.943005    0.000000    0.00000000
    0.066667    0.952628    0.000000    0.00000000
    0.066667    0.962250    0.000000    0.00000000
    0.066667    0.971873    0.000000    0.00000000
    0.066667    0.981495    0.000000    0.00000000
    0.066667    0.991118    0.000000    0.00000000
    0.066667    1.000740    0.000000    0.00000000
    0.066667    1.010363    0.000000    0.00000000
    0.066667    1.019985    0.000000    0.00000000
    0.066667    1.029608    0.000000    0.00000000
    0.066667    1.039230    0.000000    0.00000000
    0.066667    1.048853    0.000000    0.00000000
    0.066667    1.058475    0.000000    0.00000000
    0.066667    1.068098    0.000000    0.00000000
    0.066667    1.077721    0.000000    0.00000000
    0.066667    1.087343    0.000000    0.00000000
    0.066667    1.096966    0.000000    0.00000000
    0.066667    1.106588    0.000000    0.00000000
    0.066667    1.116211    0.000000    0.00000000
    0.066667    1.125833    0.000000    0.00000000
    0.066667    1.135456    0.000000    0.00000000
    0.066667    1.145078    0.000000    0.00000000
    0.066667    1.154701    0.000000    0.00000000
    0.066667    1.164323    0.000000    0.00000000
    0.066667    1.173946    0.000000    0.00000000
    0.066667    1.183568    0.000000    0.00000000
    0.075000    0.043301    0.000000    0.00000000
    0.075000    0.052924    0.000000    0.00000000
    0.075000    0.062546    0.000000    0.00000000
    0.075000    0.072169    0.000000    0.00000000
    0.075000    0.081791    0.000000    0.00000000
    0.075000    0.091414    0.000000    0.00000000
    0.075000    0.101036    0.000000    0.00000000
    0.075000    0.110659    0.000000    0.00000000
    0.075000    0.120281    0.000000    0.00000000
    0.075000    0.129904    0.000000    0.00000000
    0.075000    0.139526    0.000000    0.00000000
    0.075000    0.149149    0.000000    0.00000000
    0.075000    0.158771    0.000000    0.00000000
    0.075000    0.168394    0.000000    0.00000000
    0.075000    0.178016    0.000000    0.00000000
    0.075000    0.187639    0.000000    0.00000000
    0.075000    0.197261    0.000000    0.00000000
    0.075000    0.206884    0.000000    0.00000000
    0.075000    0.216506    0.000000    0.75657696
    0.075000    0.226129    0.000000    2.79906079
    0.075000    0.235751    0.000000    8.36680926
    0.075000    0.245374    0.000000   12.38786280
    0.075000    0.254996    0.000000    6.71417769
    0.075000    0.264619    0.000000    4.05184504
    0.075000    0.274241    0.000000    9.25572229
    0.075000    0.283864    0.000000   11.91399911
    0.075000    0.293486    0.000000    5.28975747
    0.075000    0.303109    0.000000    1.57730394
    0.075000    0.312731    0.000000    0.49748975
    0.075000    0.322354    0.000000    0.00000000
    0.075000    0.331976    0.000000    0.00000000
    0.075000    0.341599    0.000000    0.00000000
    0.075000    0.351221    0.000000    0.00000000
    0.075000    0.360844    0.000000    0.00000000
    0.075000    0.370466    0.000000    0.00000000
    0.075000    0.380089    0.000000    0.00000000
    0.075000    0.389711    0.000000    0.00000000
    0.075000    0.399334    0.000000    0.00000000
    0.075000    0.408956    0.000000    0.00000000
    0.075000    0.418579    0.000000    0.00000000
    0.075000    0.428201    0.000000    0.00000000
    0.075000    0.437824    0.000000    0.00000000
    0.075000    0.447446    0.000000    0.40879838
    0.075000    0.457069    0.000000    0.93566289
    0.075000    0.466691    0.000000    2.17835707
    0.075000    0.476314    0.000000    4.89783014
    0.075000    0.485936    0.000000    8.94246023
    0.075000    0.495559    0.000000   12.24082784
    0.075000    0.505181    0.000000   11.56903521
    0.075000    0.514804    0.000000    8.12631006
    0.075000    0.524426    0.000000    5.01332352
    0.075000    0.534049    0.000000    3.05506996
    0.075000    0.543671    0.000000    1.86431912
    0.075000    0.553294    0.000000    1.34438829
    0.075000    0.562917    0.000000    1.01037821
    0.075000    0.572539    0.000000    0.87466101
    0.075000    0.582162    0.000000    0.87466101
    0.075000    0.591784    0.000000    1.01037821
    0.075000    0.601407    0.000000    1.34438829
    0.075000    0.611029    0.000000    1.86431912
    0.075000    0.620652    0.000000    3.05506996
    0.075000    0.630274    0.000000    5.01332352
    0.075000    0.639897    0.000000    8.12631006
    0.075000    0.649519    0.000000   11.56903521
    0.075000    0.659142    0.000000   12.24082784
    0.075000    0.668764    0.000000    8.94246023
    0.075000    0.678387    0.000000    4.89783014
    0.075000    0.688009    0.000000    2.17835707
    0.075000    0.697632    0.000000    0.93566289
    0.075000    0.707254    0.000000    0.40879838
    0.075000    0.716877    0.000000    0.00000000
    0.075000    0.726499    0.000000    0.00000000
    0.075000    0.736122    0.000000    0.00000000
    0.075000    0.745744    0.000000    0.00000000
    0.075000    0.755367    0.000000    0.00000000
    0.075000    0.764989    0.000000    0.00000000
    0.075000    0.774612    0.000000    0.00000000
    0.075000    0.784234    0.000000    0.00000000
    0.075000    0.793857    0.000000    0.00000000
    0.075000    0.803479    0.000000    0.00000000
    0.075000    0.813102    0.000000    0.00000000
    0.075000    0.822724    0.000000    0.00000000
    0.075000    0.832347    0.000000    0.00000000
    0.075000    0.841969    0.000000    0.49748975
    0.075000    0.851592    0.000000    1.57730394
    0.075000    0.861214    0.000000    5.28975747
    0.075000    0.870837    0.000000   11.91399911
    0.075000    0.880459    0.000000    9.25572229
    0.075000    0.890082    0.000000    4.05184504
    0.075000    0.899704    0.000000    6.71417769
    0.075000    0.909327    0.000000   12.38786280
    0.075000    0.918949    0.000000    8.36680926
    0.075000    0.928572    0.000000    2.79906079
    0.075000    0.938194    0.000000    0.75657696
    0.075000    0.947817    0.000000    0.00000000
    0.075000    0.957439    0.000000    0.00000000
    0.075000    0.967062    0.000000    0.00000000
    0.075000    0.976684    0.000000    0.00000000
    0.075000    0.986307    0.000000    0.00000000
    0.075000    0.995929    0.000000    0.00000000
    0.075000    1.005552    0.000000    0.00000000
    0.075000    1.015174    0.000000    0.00000000
    0.075000    1.024797    0.000000    0.00000000
    0.075000    1.034419    0.000000    0.00000000
    0.075000    1.044042    0.000000    0.00000000
    0.075000    1.053664    0.000000    0.00000000
    0.075000    1.063287    0.000000    0.00000000
    0.075000    1.072909    0.000000    0.00000000
    0.075000    1.082532    0.000000    0.00000000
    0.075000    1.092154    0.000000    0.00000000
    0.075000    1.101777    0.000000    0.00000000
    0.075000    1.111399    0.000000    0.00000000
    0.075000    1.121022    0.000000    0.00000000
    0.075000    1.130644    0.000000    0.00000000
    0.075000    1.140267    0.000000    0.00000000
    0.075000    1.149889    0.000000    0.00000000
    0.075000    1.159512    0.000000    0.00000000
    0.075000    1.169134    0.000000    0.00000000
    0.075000    1.178757    0.000000    0.00000000
    0.075000    1.188379    0.000000    0.00000000
    0.083333    0.048113    0.000000    0.00000000
    0.083333    0.057735    0.000000    0.00000000
    0.083333    0.067358    0.000000    0.00000000
    0.083333    0.076980    0.000000    0.00000000
    0.083333    0.086603    0.000000    0.00000000
    0.083333    0.096225    0.000000    0.00000000
    0.083333    0.105848    0.000000    0.00000000
    0.083333    0.115470    0.000000    0.00000000
    0.083333    0.125093    0.000000    0.00000000
    0.083333    0.134715    0.000000    0.00000000
    0.083333    0.144338    0.000000    0.00000000
    0.083333    0.153960    0.000000    0.00000000
    0.083333    0.163583    0.000000    0.00000000
    0.083333    0.173205    0.000000    0.00000000
    0.083333    0.182828    0.000000    0.00000000
    0.083333    0.192450    0.000000    0.00000000
    0.083333    0.202073    0.000000    0.00000000
    0.083333    0.211695    0.000000    0.51232688
    0.083333    0.221318    0.000000    1.78012434
    0.083333    0.230940    0.000000    5.82790699
    0.083333    0.240563    0.000000   11.86138980
    0.083333    0.250185    0.000000    9.87593619
    0.083333    0.259808    0.000000    5.08309115
    0.083333    0.269430    0.000000    7.83353094
    0.083333    0.279053    0.000000   12.49500133
    0.083333    0.288675    0.000000    7.26852858
    0.083333    0.298298    0.000000    2.38450506
    0.083333    0.307920    0.000000    0.77138181
    0.083333    0.317543    0.000000    0.00000000
    0.083333    0.327165    0.000000    0.00000000
    0.083333    0.336788    0.000000    0.00000000
    0.083333    0.346410    0.000000    0.00000000
    0.083333    0.356033    0.000000    0.00000000
    0.083333    0.365655    0.000000    0.00000000
    0.083333    0.375278    0.000000    0.00000000
    0.083333    0.384900    0.000000    0.00000000
    0.083333    0.394523    0.000000    0.00000000
    0.083333    0.404145    0.000000    0.00000000
    0.083333    0.413768    0.000000    0.00000000
    0.083333    0.423390    0.000000    0.00000000
    0.083333    0.433013    0.000000    0.00000000
    0.083333    0.442635    0.000000    0.63515796
    0.083333    0.452258    0.000000    1.43610282
    0.083333    0.461880    0.000000    3.38786959
    0.083333    0.471503    0.000000    6.80350830
    0.083333    0.481125    0.000000   11.12274896
    0.083333    0.490748    0.000000   12.29110749
    0.083333    0.500370    0.000000    9.08526061
    0.083333    0.509993    0.000000    5.20979532
    0.083333    0.519615    0.000000    2.79906079
    0.083333    0.529238    0.000000    1.47717442
    0.083333    0.538860    0.000000    0.87466101
    0.083333    0.548483    0.000000    0.53802308
    0.083333    0.558105    0.000000    0.81098117
    0.083333    0.567728    0.000000    0.49748975
    0.083333    0.577350    0.000000    0.52245800
    0.083333    0.586973    0.000000    0.49748975
    0.083333    0.596595    0.000000    0.81098117
    0.083333    0.606218    0.000000    0.53802308
    0.083333    0.615840    0.000000    0.87466101
    0.083333    0.625463    0.000000    1.47717442
    0.083333    0.635085    0.000000    2.79906079
    0.083333    0.644708    0.000000    5.20979532
    0.083333    0.654330    0.000000    9.08526061
    0.083333    0.663953    0.000000   12.29110749
    0.083333    0.673575    0.000000   11.12274896
    0.083333    0.683198    0.000000    6.80350830
    0.083333    0.692820    0.000000    3.38786959
    0.083333    0.702443    0.000000    1.43610282
    0.083333    0.712065    0.000000    0.63515796
    0.083333    0.721688    0.000000    0.00000000
    0.083333    0.731310    0.000000    0.00000000
    0.083333    0.740933    0.000000    0.00000000
    0.083333    0.750555    0.000000    0.00000000
    0.083333    0.760178    0.000000    0.00000000
    0.083333    0.769800    0.000000    0.00000000
    0.083333    0.779423    0.000000    0.00000000
    0.083333    0.789045    0.000000    0.00000000
    0.083333    0.798668    0.000000    0.00000000
    0.083333    0.808290    0.000000    0.00000000
    0.083333    0.817913    0.000000    0.00000000
    0.083333    0.827535    0.000000    0.00000000
    0.083333    0.837158    0.000000    0.00000000
    0.083333    0.846780    0.000000    0.77138181
    0.083333    0.856403    0.000000    2.38450506
    0.083333    0.866025    0.000000    7.26852858
    0.083333    0.875648    0.000000   12.49500133
    0.083333    0.885270    0.000000    7.83353094
    0.083333    0.894893    0.000000    5.08309115
    0.083333    0.904515    0.000000    9.87593619
    0.083333    0.914138    0.000000   11.86138980
    0.083333    0.923760    0.000000    5.82790699
    0.083333    0.933383    0.000000    1.78012434
    0.083333    0.943005    0.000000    0.51232688
    0.083333    0.952628    0.000000    0.00000000
    0.083333    0.962250    0.000000    0.00000000
    0.083333    0.971873    0.000000    0.00000000
    0.083333    0.981495    0.000000    0.00000000
    0.083333    0.991118    0.000000    0.00000000
    0.083333    1.000740    0.000000    0.00000000
    0.083333    1.010363    0.000000    0.00000000
    0.083333    1.019985    0.000000    0.00000000
    0.083333    1.029608    0.000000    0.00000000
    0.083333    1.039230    0.000000    0.00000000
    0.083333    1.048853    0.000000    0.00000000
    0.083333    1.058475    0.000000    0.00000000
    0.083333    1.068098    0.000000    0.00000000
    0.083333    1.077721    0.000000    0.00000000
    0.083333    1.087343    0.000000    0.00000000
    0.083333    1.096966    0.000000    0.00000000
    0.083333    1.106588    0.000000    0.00000000
    0.083333    1.116211    0.000000    0.00000000
    0.083333    1.125833    0.000000    0.00000000
    0.083333    1.135456    0.000000    0.00000000
    0.083333    1.145078    0.000000    0.00000000
    0.083333    1.154701    0.000000    0.00000000
    0.083333    1.164323    0.000000    0.00000000
    0.083333    1.173946    0.000000    0.00000000
    0.083333    1.183568    0.000000    0.00000000
    0.083333    1.193191    0.000000    0.00000000
    0.091667    0.052924    0.000000    0.00000000
    0.091667    0.062546    0.000000    0.00000000
    0.091667    0.072169    0.000000    0.00000000
    0.091667    0.081791    0.000000    0.00000000
    0.091667    0.091414    0.000000    0.00000000
    0.091667    0.101036    0.000000    0.00000000
    0.091667    0.110659    0.000000    0.00000000
    0.091667    0.120281    0.000000    0.00000000
    0.091667    0.129904    0.000000    0.00000000
    0.091667    0.139526    0.000000    0.00000000
    0.091667    0.149149    0.000000    0.00000000
    0.091667    0.158771    0.000000    0.00000000
    0.091667    0.168394    0.000000    0.00000000
    0.091667    0.178016    0.000000    0.00000000
    0.091667    0.187639    0.000000    0.00000000
    0.091667    0.197261    0.000000    0.00000000
    0.091667    0.206884    0.000000    0.38158632
    0.091667    0.216506    0.000000    1.22288032
    0.091667    0.226129    0.000000    3.94154789
    0.091667    0.235751    0.000000    9.78508050
    0.091667    0.245374    0.000000   12.03648209
    0.091667    0.254996    0.000000    7.24195604
    0.091667    0.264619    0.000000    7.22452246
    0.091667    0.274241    0.000000   12.67812400
    0.091667    0.283864    0.000000    8.94246023
    0.091667    0.293486    0.000000    3.24574335
    0.091667    0.303109    0.000000    1.08040374
    0.091667    0.312731    0.000000    0.40879838
    0.091667    0.322354    0.000000    0.00000000
    0.091667    0.331976    0.000000    0.00000000
    0.091667    0.341599    0.000000    0.00000000
    0.091667    0.351221    0.000000    0.00000000
    0.091667    0.360844    0.000000    0.00000000
    0.091667    0.370466    0.000000    0.00000000
    0.091667    0.380089    0.000000    0.00000000
    0.091667    0.389711    0.000000    0.00000000
    0.091667    0.399334    0.000000    0.00000000
    0.091667    0.408956    0.000000    0.00000000
    0.091667    0.418579    0.000000    0.00000000
    0.091667    0.428201    0.000000    0.42939486
    0.091667    0.437824    0.000000    0.93566289
    0.091667    0.447446    0.000000    2.08137511
    0.091667    0.457069    0.000000    4.70938726
    0.091667    0.466691    0.000000    8.94246023
    0.091667    0.476314    0.000000   12.32171400
    0.091667    0.485936    0.000000   11.04817224
    0.091667    0.495559    0.000000    6.71190506
    0.091667    0.505181    0.000000    3.33041987
    0.091667    0.514804    0.000000    1.54806979
    0.091667    0.524426    0.000000    1.09227533
    0.091667    0.534049    0.000000    0.94948517
    0.091667    0.543672    0.000000    0.84970517
    0.091667    0.553294    0.000000    1.18850048
    0.091667    0.562917    0.000000    1.43610282
    0.091667    0.572539    0.000000    1.65264324
    0.091667    0.582162    0.000000    1.65264324
    0.091667    0.591784    0.000000    1.43610282
    0.091667    0.601407    0.000000    1.18850048
    0.091667    0.611029    0.000000    0.84970517
    0.091667    0.620652    0.000000    0.94948517
    0.091667    0.630274    0.000000    1.09227533
    0.091667    0.639897    0.000000    1.54806979
    0.091667    0.649519    0.000000    3.33041987
    0.091667    0.659142    0.000000    6.71190506
    0.091667    0.668764    0.000000   11.04817224
    0.091667    0.678387    0.000000   12.32171400
    0.091667    0.688009    0.000000    8.94246023
    0.091667    0.697632    0.000000    4.70938726
    0.091667    0.707254    0.000000    2.08137511
    0.091667    0.716877    0.000000    0.93566289
    0.091667    0.726499    0.000000    0.42939486
    0.091667    0.736122    0.000000    0.00000000
    0.091667    0.745744    0.000000    0.00000000
    0.091667    0.755367    0.000000    0.00000000
    0.091667    0.764989    0.000000    0.00000000
    0.091667    0.774612    0.000000    0.00000000
    0.091667    0.784234    0.000000    0.00000000
    0.091667    0.793857    0.000000    0.00000000
    0.091667    0.803479    0.000000    0.00000000
    0.091667    0.813102    0.000000    0.00000000
    0.091667    0.822724    0.000000    0.00000000
    0.091667    0.832347    0.000000    0.00000000
    0.091667    0.841969    0.000000    0.40879838
    0.091667    0.851592    0.000000    1.08040374
    0.091667    0.861214    0.000000    3.24574335
    0.091667    0.870837    0.000000    8.94246023
    0.091667    0.880459    0.000000   12.67812400
    0.091667    0.890082    0.000000    7.22452246
    0.091667    0.899704    0.000000    7.24195604
    0.091667    0.909327    0.000000   12.03648209
    0.091667    0.918949    0.000000    9.78508050
    0.091667    0.928572    0.000000    3.94154789
    0.091667    0.938194    0.000000    1.22288032
    0.091667    0.947817    0.000000    0.38158632
    0.091667    0.957439    0.000000    0.00000000
    0.091667    0.967062    0.000000    0.00000000
    0.091667    0.976684    0.000000    0.00000000
    0.091667    0.986307    0.000000    0.00000000
    0.091667    0.995929    0.000000    0.00000000
    0.091667    1.005552    0.000000    0.00000000
    0.091667    1.015174    0.000000    0.00000000
    0.091667    1.024797    0.000000    0.00000000
    0.091667    1.034419    0.000000    0.00000000
    0.091667    1.044042    0.000000    0.00000000
    0.091667    1.053664    0.000000    0.00000000
    0.091667    1.063287    0.000000    0.00000000
    0.091667    1.072909    0.000000    0.00000000
    0.091667    1.082532    0.000000    0.00000000
    0.091667    1.092154    0.000000    0.00000000
    0.091667    1.101777    0.000000    0.00000000
    0.091667    1.111399    0.000000    0.00000000
    0.091667    1.121022    0.000000    0.00000000
    0.091667    1.130644    0.000000    0.00000000
    0.091667    1.140267    0.000000    0.00000000
    0.091667    1.149889    0.000000    0.00000000
    0.091667    1.159512    0.000000    0.00000000
    0.091667    1.169134    0.000000    0.00000000
    0.091667    1.178757    0.000000    0.00000000
    0.091667    1.188379    0.000000    0.00000000
    0.091667    1.198002    0.000000    0.00000000
    0.100000    0.057735    0.000000    0.00000000
    0.100000    0.067358    0.000000    0.00000000
    0.100000    0.076980    0.000000    0.00000000
    0.100000    0.086603    0.000000    0.00000000
    0.100000    0.096225    0.000000    0.00000000
    0.100000    0.105848    0.000000    0.00000000
    0.100000    0.115470    0.000000    0.00000000
    0.100000    0.125093    0.000000    0.00000000
    0.100000    0.134715    0.000000    0.00000000
    0.100000    0.144338    0.000000    0.00000000
    0.100000    0.153960    0.000000    0.00000000
    0.100000    0.163583    0.000000    0.00000000
    0.100000    0.173205    0.000000    0.00000000
    0.100000    0.182828    0.000000    0.00000000
    0.100000    0.192450    0.000000    0.00000000
    0.100000    0.202073    0.000000    0.00000000
    0.100000    0.211695    0.000000    0.96303872
    0.100000    0.221318    0.000000    2.92469285
    0.100000    0.230940    0.000000    7.88631257
    0.100000    0.240563    0.000000   12.46226362
    0.100000    0.250185    0.000000    9.81712124
    0.100000    0.259808    0.000000    7.84204709
    0.100000    0.269430    0.000000   12.55074918
    0.100000    0.279053    0.000000   10.09976701
    0.100000    0.288675    0.000000    4.17494553
    0.100000    0.298298    0.000000    1.43610282
    0.100000    0.307920    0.000000    0.54865069
    0.100000    0.317543    0.000000    0.00000000
    0.100000    0.327165    0.000000    0.00000000
    0.100000    0.336788    0.000000    0.00000000
    0.100000    0.346410    0.000000    0.00000000
    0.100000    0.356033    0.000000    0.00000000
    0.100000    0.365655    0.000000    0.00000000
    0.100000    0.375278    0.000000    0.00000000
    0.100000    0.384900    0.000000    0.00000000
    0.100000    0.394523    0.000000    0.00000000
    0.100000    0.404145    0.000000    0.00000000
    0.100000    0.413768    0.000000    0.00000000
    0.100000    0.423390    0.000000    0.60494004
    0.100000    0.433013    0.000000    1.30679070
    0.100000    0.442635    0.000000    2.84875037
    0.100000    0.452258    0.000000    6.13014596
    0.100000    0.461880    0.000000   10.53057790
    0.100000    0.471503    0.000000   12.42034010
    0.100000    0.481125    0.000000    9.08526061
    0.100000    0.490748    0.000000    4.82184291
    0.100000    0.500370    0.000000    2.13908824
    0.100000    0.509993    0.000000    1.32662721
    0.100000    0.519615    0.000000    1.19241851
    0.100000    0.529238    0.000000    1.30679070
    0.100000    0.538860    0.000000    2.08137511
    0.100000    0.548483    0.000000    2.97626898
    0.100000    0.558105    0.000000    3.84463858
    0.100000    0.567728    0.000000    4.34790556
    0.100000    0.577350    0.000000    4.52606248
    0.100000    0.586973    0.000000    4.34790556
    0.100000    0.596595    0.000000    3.84463858
    0.100000    0.606218    0.000000    2.97626898
    0.100000    0.615840    0.000000    2.08137511
    0.100000    0.625463    0.000000    1.30679070
    0.100000    0.635085    0.000000    1.19241851
    0.100000    0.644708    0.000000    1.32662721
    0.100000    0.654330    0.000000    2.13908824
    0.100000    0.663953    0.000000    4.82184291
    0.100000    0.673575    0.000000    9.08526061
    0.100000    0.683198    0.000000   12.42034010
    0.100000    0.692820    0.000000   10.53057790
    0.100000    0.702443    0.000000    6.13014596
    0.100000    0.712065    0.000000    2.84875037
    0.100000    0.721688    0.000000    1.30679070
    0.100000    0.731310    0.000000    0.60494004
    0.100000    0.740933    0.000000    0.00000000
    0.100000    0.750555    0.000000    0.00000000
    0.100000    0.760178    0.000000    0.00000000
    0.100000    0.769800    0.000000    0.00000000
    0.100000    0.779423    0.000000    0.00000000
    0.100000    0.789045    0.000000    0.00000000
    0.100000    0.798668    0.000000    0.00000000
    0.100000    0.808290    0.000000    0.00000000
    0.100000    0.817913    0.000000    0.00000000
    0.100000    0.827535    0.000000    0.00000000
    0.100000    0.837158    0.000000    0.00000000
    0.100000    0.846780    0.000000    0.54865069
    0.100000    0.856403    0.000000    1.43610282
    0.100000    0.866025    0.000000    4.17494553
    0.100000    0.875648    0.000000   10.09976701
    0.100000    0.885270    0.000000   12.55074918
    0.100000    0.894893    0.000000    7.84204709
    0.100000    0.904515    0.000000    9.81712124
    0.100000    0.914138    0.000000   12.46226362
    0.100000    0.923760    0.000000    7.88631257
    0.100000    0.933383    0.000000    2.92469285
    0.100000    0.943005    0.000000    0.96303872
    0.100000    0.952628    0.000000    0.00000000
    0.100000    0.962250    0.000000    0.00000000
    0.100000    0.971873    0.000000    0.00000000
    0.100000    0.981495    0.000000    0.00000000
    0.100000    0.991118    0.000000    0.00000000
    0.100000    1.000740    0.000000    0.00000000
    0.100000    1.010363    0.000000    0.00000000
    0.100000    1.019985    0.000000    0.00000000
    0.100000    1.029608    0.000000    0.00000000
    0.100000    1.039230    0.000000    0.00000000
    0.100000    1.048853    0.000000    0.00000000
    0.100000    1.058475    0.000000    0.00000000
    0.100000    1.068098    0.000000    0.00000000
    0.100000    1.077720    0.000000    0.00000000
    0.100000    1.087343    0.000000    0.00000000
    0.100000    1.096966    0.000000    0.00000000
    0.100000    1.106588    0.000000    0.00000000
    0.100000    1.116211    0.000000    0.00000000
    0.100000    1.125833    0.000000    0.00000000
    0.100000    1.135456    0.000000    0.00000000
